Airliner_code,Airliner_name,Airliner_RT
AVM ,"Aviación Ejecutiva Mexicana, S.A. ",AVEMEX 
AVO ,Aviation at Work ,AVIATION WORK 
AVP ,Avcorp Registrations ,AVCORP 
AVP ,Aviacion Corporativa de Peubla ,AVIA PUEBLA 
LFP ,Alfa Aerospace ,ALFA-SPACE 
LFR ,Atlantic Airfreight Aviation ,LANFREIGHT 
LFT ,Aerolift Company ,LIFTCO 
AVQ ,"Aviation Services, Inc. ",AQUILINE 
AVR ,"Active Aero Charter, Inc. ",ACTIVE AERO 
AVS ,Avialsa T-35 ,AVIALSA 
AVT ,Asia Avia Airlines ,ASIAVIA 
AVU ,Avia Sud Aérotaxi ,AVIASUD 
AVV ,Airvantage Incorporated ,AIRVANTAGE 
AVW ,Aviator Airways ,AVIATOR 
AVX ,Aviapaslauga ,PASLAUGA 
YRG ,Air Yugoslavia ,YUGAIR 
BGA ,Airbus Transport International ,BELUGA 
BGD ,Air Bangladesh ,AIR BANGLA 
BGF ,Aviodetachment-28 ,BULGARIAN 
BGG ,Aero BG ,AERO BG 
BHC ,Aerotaxis De La Bahia ,BAHIA 
BIV ,Aviaservice ,AVIASERVICE 
SZA ,Aerolíneas de El Salvador ,AESA 
AVY ,"Aerovaradero, S.A. ",AEROVARADERO 
AWB ,"Airways International, Inc. ",AIRNAT 
AWK ,Airwork ,AIRWORK 
AWL ,Australian Wetleasing ,AUSSIEWORLD 
AWO ,Awood Air Ltd. ,AWOOD AIR 
AWR ,Arctic Wings And Rotors Ltd. ,ARCTIC WINGS 
ISM ,Auo Airclub AIST-M ,STORK 
AWS ,Arab Wings ,ARAB WINGS 
AWV ,"Airwave Transport, Inc. ",AIRWAVE 
AWY ,"Aeroway, S.L. ",AEROWEE 
AXF ,Asian Express Airlines ,FREIGHTEXPRESS 
AXH ,Aeromexhaga ,AEROMEXHAGA 
AXI ,"Aeron International Airlines, Inc. ",AIR FREIGHTER 
AXK ,African Express Airways ,EXPRESS JET 
AXM ,AirAsia ,RED CAP 
XAX ,AirAsia X ,XANADU 
WAJ ,AirAsia Japan ,WING ASIA 
IAD ,AirAsia India ,ARIYA 
AXN ,Alexandair ,ALEXANDROS 
AXP ,Aeromax ,AEROMAX SPAIN 
AXQ ,Action Airlines (Action Air Charter) ,ACTION AIR 
BNI ,Alberni Airways ,ALBERNI 
BNZ ,Aerolíneas Bonanza ,AERO BONANZA 
BOC ,Aerobona ,AEROBONA 
BOI ,Aboitiz Air ,ABAIR 
AXR ,"Axel Rent, S.A. ",RENTAXEL 
AXS ,Altus Airlines ,ALTUS 
AXV ,Aviaxess ,AXAVIA 
AXX ,Avioimpex A.D.p.o. ,IMPEX 
AXY ,Axis Airways ,AXIS 
AYD ,Aladia Airlines ,AIRLINES ALADIA 
AYM ,"Airman, S.L. ",AIRMAN 
NPT ,Atlantic Airlines ,NEPTUNE 
GBN ,Atlantic Airlines ,ATLANTIC GABON 
BJK ,Atlantic Airlines ,BLACKJACK 
HHA ,Atlantic Airlines de Honduras ,ATLANTIC HONDURAS 
AYN ,"Atlantic Airlines, S.A. ",ATLANTIC NICARAGUA 
AYT ,Ayeet Aviation & Tourism ,AYEET 
AYZ ,Atlant-Soyuz Airlines ,ATLANT-SOYUZ 
AZA ,Alitalia ,ALITALIA 
AZB ,Azamat ,TUMARA 
AZE ,Arcus-Air Logistic ,ARCUS AIR 
AZI ,Astra Airlines ,ASTRA 
AZK ,Azalhelikopter ,AZALHELICOPTER 
AZL ,Africa One ,SKY AFRICA 
AZM ,Aerocozumel ,AEROCOZUMEL 
AZP ,Arizona Pacific Airways ,ARIZONA PACIFIC 
AZS ,Aviacon Zitotrans Air Company ,ZITOTRANS 
AZT ,"Azimut, S.A. ",AZIMUT 
AZV ,Azov Avia Airlines ,AZOV AVIA 
MHC ,Aero Jomacha ,AERO JOMACHA 
AZY ,"Arizona Airways, Inc. ",ARIZAIR 
AZZ ,Azza Transport ,AZZA TRANSPORT 
NAR ,Air Continental Inc ,NIGHT AIR 
NAU ,Antanik-Air ,ANTANIK 
NER ,Air Newark ,NEWAIR 
OBA ,Aerobanana ,AEROBANANA 
OBK ,Amako Airlines ,AMAKO AIR 
OCA ,Aserca Airlines ,AROSCA 
NGC ,Angoservice ,ANGOSERVICE 
NGE ,Angel Airlines ,ANGEL AIR 
NGF ,Angel Flight America ,ANGEL FLIGHT 
OUL ,Air Atonabee ,CITY EXPRESS 
OVA ,Aero Nova ,AERONOVA 
XPE ,Amira Air ,EXPERT 
XSS ,Aero Express Intercontinental ,INTER EXPRESS 
TLR ,Air Libya Tibesti ,AIR LIBYA 
RVE ,Airventure ,AIRVENTURE 
RVI ,Aero Servicios ,AERO SERVICIOS 
RVL ,Airvallee ,AIR VALLEE 
OVE ,Aeromover ,AEROMOVER 
OVI ,Aerovías Ejecutivas ,VIAS EJECUTIVAS 
PTD ,Aero Servicio Pity ,PITY 
PTE ,Aero Copter ,AERO-COP 
PLL ,Air Pal ,AIRPAL 
PLM ,Air Pullmantur ,PULLMANTUR 
AEH ,Aviaexpress ,AVEX 
PSG ,Aviones Para Servirle ,SERVIAVIONES 
SLU ,Avio Sluzba ,AVIO SLUZBA 
SCU ,Air Scorpio ,SCORPIO UNIVERS 
SIP ,Air Spirit ,AIR SPIRIT 
BMV ,Alatau Airlines ,OLIGA 
GUG ,Aviateca ,AVIATECA 
PXX ,Aroostook Aviation ,PINE STATE 
PYC ,Aeropycsa ,AEROPYCSA 
PVK ,Association of Private Pilots of Kazakhstan ,BORIS 
BAS ,Aero Services ,AEROSERV 
BBE ,Ababeel Aviation ,BABEL AIR 
BBT ,Air Bashkortostan ,AGYDAL 
MCY ,Ambulance Air Africa ,MERCY 
EGF ,American Eagle Airlines ,EAGLE FLIGHT 
PUE ,Aeropuelche ,PUELCHE 
AZI ,Azzurra Air ,AZZURRA 
ETC ,African Transport Trading and Investment Company ,TRANATTICO 
VUE ,AD Aviation ,FLIGHTVUE 
XCT ,Aero Costa Taxi Aéreo ,AEROCOSTAXI 
VRO ,Aerovitro ,AEROVITRO 
VRI ,Aerotaxi Villa Rica ,VILLARICA 
VEG ,Aerovega ,AEROVEGA 
VVG ,Aerovilla ,AEROVILLA 
VLR ,Aerolíneas Villaverde ,VILLAVERDE 
WIL ,Aero Air ,WILLIAMETTE 
VEJ ,Aero Ejecutivos ,VENEJECUTIV 
WAB ,Aero Industries Inc ,WABASH 
VNG ,Aero Servicios Vanguardia ,VANGUARDIA 
VAD ,Aero Taxi Los Valles ,VALLES 
VMR ,Aero Vilamoura ,AERO VILAMOURA 
VLS ,Aero Virel ,VIREL 
VUO ,Aerovuelox ,AEROVUELOX 
VTM ,Aeronaves TSM ,AERONAVES TSM 
VUN ,Air Ivoire ,AIRIVOIRE 
BOT ,Air Botswana ,BOTSWANA 
XLL ,Air Excel ,TINGA-TINGA 
VAE ,Air Evans ,AIR-EVANS 
WHY ,Air Sorel ,AIR SOREL 
WDR ,Air Net Private Charter ,WIND RIDER 
UPA ,Air Foyle ,FOYLE 
VTY ,Air Midwest (Nigeria) ,VICTORY 
VTA ,Air Tahiti ,AIR TAHITI 
URG ,Air Urga ,URGA 
VDR ,Air Vardar ,VARDAR 
VIM ,Air VIA ,CRYSTAL 
WLR ,Air Walser ,AIRWALSER 
URA ,Aircompany Rosavia ,ROSAVIA 
WLA ,Airwaves Airlink ,AIRLIMITED 
XFX ,Airways Corporation of New Zealand ,AIRCORP 
WAY ,Airways ,GARONNE 
WGS ,Airwings oy ,AIRWINGS 
XAK ,Airkenya ,SUNEXPRESS 
WPK ,Air-Lift Associates ,WOLFPACK 
URP ,ARP 410 Airlines ,AIR-ARP 
WPR ,Auckland Regional Rescue Helicopter Trust ,WESTPAC RESCUE 
URR ,Aurora Airlines ,AIR AURORA 
UST ,Austro Aéreo ,AUSTRO AEREO 
WLT ,Aviation Partners ,WINGLET 
VLV ,Avialift Vladivostok ,VLADLIFT 
VME ,Aviación Comercial de América ,AVIAMERICA 
VVA ,Aviast Air ,IALSI 
WLV ,Aviation North ,WOLVERINE 
WTA ,Africa West ,WEST TOGO 
VNT ,Avient Air Zambia ,AVIENT 
VZR ,Aviazur ,IAZUR 
VID ,Aviaprad ,AVIAPRAD 
VXG ,Avirex ,AVIREX-GABON 
VXX ,Aviaexpress Aircompany ,EXPRESSAVIA 
XAM ,AMR Services Corporation ,ALLIANCE 
VAZ ,Airlines 400 ,REMONT AIR 
VAS ,ATRAN Cargo Airlines ,ATRAN 
VAM ,Ameravia ,AMERAVIA 
KHV ,Angkor Air ,AIR ANGKOR 
VBC ,AVB-2004 Ltd ,AIR VICTOR 
VAI ,Avalair ,AIR AVALAIR 
VRT ,Averitt Air Charter ,AVERITT 
AVE ,Avensa ,AVENSA 
VLI ,Avolar Aerolíneas ,AEROVOLAR 
VSA ,Avstar Aviation ,STARBIRD 
VSC ,AVESCA ,AVESCA 
XAV ,Aviaprom Enterprises ,AVIAPROM 
VTT ,Avia Trans Air Transport ,VIATRANSPORT 
VSR ,Aviostart AS ,AVIOSTART 
VTG ,Aviação Transportes Aéreos e Cargas ,ATACARGO 
XME ,Australian air Express ,AUS-CARGO 
CAJ ,Air Caraibes Atlantique ,CAR LINE 
CAO ,Air China Cargo ,AIRCHINA FREIGHT 
CBE ,Aerovías Caribe ,AEROCARIBE 
CBO ,Aerotaxi del Cabo ,TAXI CABO 
CBS ,Air Columbus ,AIR COLUMBUS 
CBV ,Aereo Cabo ,CABOAEREO 
CCA ,Air China ,AIR CHINA 
CDA ,Aerocardal ,CARDAL 
CDP ,Aero Condor Peru ,CONDOR-PERU 
CDV ,Airline Skol ,SKOL 
CFF ,Aerofan ,AEROFAN 
CFM ,ACEF ,ACEF 
CFV ,Aero Calafia ,CALAFIA 
CGB ,Air Cargo Belize ,CARGO BELIZE 
CGV ,Aero Clube Do Algarve ,CLUBE ALGARVE 
CGW ,Air Great Wall ,CHANGCHENG 
CHJ ,Aircompany Chaika ,AIR CHAIKA 
CHR ,Air Charter Services ,ZAIRE CHARTER 
CHV ,Air Charter Professionals ,CHARTAIR 
CID ,Asia Continental Airlines ,ACID 
CIR ,Arctic Circle Air Service ,AIR ARCTIC 
CKL ,Aviation Charter Services ,CIRCLE CITY 
CLL ,Aerovías Castillo ,AEROCASTILLO 
CLP ,Aero Club De Portugal ,CLUB PORTUGAL 
CMF ,Air Care Alliance ,COMPASSION 
CND ,Aero Continente Dominicana ,CONDOMINICANA 
CNE ,Air Toronto ,CONNECTOR 
CNH ,Aquila Air ,CHENANGO 
CNU ,Air Consul ,AIR CONSUL 
CNX ,AllCanada Express ,CANEX 
CPF ,Airtechservice ,TECHSERVICE 
CRD ,Air Corridor ,AIR CORRIDOR 
CRF ,Air Central ,AIR CENTRAL 
CRJ ,Air Cruzal ,AIR CRUZAL 
CRP ,Aerotransportes Corporativos ,AEROTRANSCORP 
CRQ ,Air Creebec ,CREE 
CTA ,Aero Charter and Transport ,CHAR-TRAN 
CTE ,Air Tenglong ,TENGLONG 
CTR ,Aerolíneas Centauro ,CENTAURO 
CUO ,Aerocuahonte ,CUAHONTE 
CVA ,Air Chathams ,CHATHAM 
CWM ,Air Marshall Islands ,AIR MARSHALLS 
CWP ,Australian Customs Service ,COASTWATCH 
CYL ,Air One Cityliner ,CITYLINER 
CYO ,Air Transport ,COYOTE 
CYD ,AccessAir ,CYCLONE 
CYE ,Aerocheyenne ,AEROCHEYENNE 
DAH ,Air Algérie ,AIR ALGERIE 
DAP ,Aerovías DAP ,DAP 
DBA ,Air Alpha ,DOUBLE-A 
DBD ,Air Niagara Express ,AIR NIAGARA 
DEF ,Aviation Defense Service ,TIRPA 
DEG ,Air Service Groningen ,DEGGER 
DHI ,Adam Air ,ADAM SKY 
DHL ,Astar Air Cargo ,D-H-L 
DHM ,Archer Aviation ,ARCHER 
DIC ,Aeromedica ,AEROMEDICA 
DIN ,Aerodin ,AERODIN 
DJA ,Antinea Airlines ,ANTINEA 
DJU ,Air Djibouti ,AIR DJIB 
DLA ,Air Dolomiti ,DOLOMITI 
DLS ,Aero Modelo ,AEROMODELO 
DLU ,Aerolíneas del Sur ,DEL SUR 
DMC ,Aerodinamica de Monterrey ,DINAMICAMONT 
DMI ,Aeroservicios Dinamicos ,AERODINAMICO 
DNA ,Aerodespachos de El Salvador ,AERODESPACHOS 
DNC ,Aerodynamics Málaga ,FLYINGOLIVE 
DNJ ,Aerodynamics Incorporated ,DYNAJET 
DRD ,Air Madrid ,ALADA AIR 
DRM ,Airways Flight Training ,DARTMOOR 
DRO ,Aeronaves Del Noreste ,AERONORESTE 
DSC ,Addis Air Cargo Services ,ADDIS CARGO 
DSK ,Aero Algarve ,SKYBANNER 
DST ,Aex Air ,DESERT 
DVI ,Aero Davinci International ,AERO DAVINCI 
DYN ,Aero Dynamics ,AERO DYNAMIC 
EAE ,Aeroservicios Ecuatorianos ,AECA 
EAP ,Aero-Pyrenees ,AERO-PYRENEES 
EAT ,Air Transport ,TRANS EUROPE 
EAY ,Aero Airlines ,REVAL 
EBC ,Aero Ejecutivo De Baja California ,CALIXJET 
ECE ,Air City ,AIRCITY 
ECG ,Aero Ejecutivos RCG ,EJECTUIVOS RCG 
ECL ,Aeronáutica Castellana ,AERO CASTELLANA 
ECM ,Aerolíneas Comerciales ,AERO COMERCIALES 
EDA ,Aerolineas Nacionales Del Ecuador ,ANDES 
EET ,Air Este ,AESTE 
EFC ,Air Mana ,FLIGHT TAXI 
EJP ,Aeroservicios Ejecutivos Corporativos ,EJECCORPORATIVOS 
ELG ,Alpi Eagles ,ALPI EAGLES 
END ,Arrendadora y Transportadora Aérea ,ARRENDADORA 
ENW ,Aeronaves Del Noroeste ,AERONOR 
EOL ,Airailes ,EOLE 
EOM ,Aero Ermes ,AERO ERMES 
EPL ,Aero Transportes Empresariales ,EMPRESARIALES 
EPE ,Aero Empresarial ,AEROEMPRESARIAL 
EQL ,Air São Tomé and Príncipe ,EQUATORIAL 
ERG ,Avianergo ,AVIANERGO 
ERI ,Aero Servicios Regiomontanos ,ASERGIO 
ERK ,Aerosec ,AEROSEC 
ERM ,Aeromaan ,EOMAAN 
ESB ,Aereosaba ,AEREOSABA 
ESU ,Aerolíneas Ejecutivas Del Sureste ,ALESUR 
ESZ ,Aeronáutica La Esperanza ,ESPERANZA 
ETE ,Aero Siete ,AEROSIETE 
EUK ,Air Atlanta Europe ,SNOWBIRD 
EVE ,Air Evex ,SUNBEAM 
EVR ,Aeronautical Academy of Europe ,DIANA 
EXG ,Air Exchange ,EXCHANGE 
FAC ,Atlantic Helicopters ,FAROECOPTER 
FAG ,Argentine Air Force ,FUAER 
FAJ ,Air Fiji ,FIJIAIR 
FAN ,AF-Air International ,FANBIRD 
FCI ,Air Carriers ,FAST CHECK 
FCO ,Aerofrisco ,AEROFRISCO 
FDA ,African Airlines ,AIR SANKORE 
FDS ,African Medical and Research Foundation ,FLYDOC 
FGT ,Aero Freight ,FREIAERO 
FIC ,Aerosafin ,AEROSAFIN 
FIF ,Air Finland ,AIR FINLAND 
FII ,Aerodata Flight Inspection ,FLIGHT CHECKER 
FIX ,Airfix Aviation ,AIRFIX 
FJI ,Fiji Airways ,PACIFIC 
FLI ,Atlantic Airways ,FAROELINE 
FLZ ,Aero Leasing ,AIR FLORIDA 
FNO ,Aeroflota Del Noroeste ,RIAZOR 
FNX ,Aero Fenix ,AERO FENIX 
FPY ,African Company Airlines ,AFRICOMPANY 
FRJ ,Afrijet Airlines ,AFRIJET 
FRK ,Afrika Aviation Handlers ,AFRIFAST 
FRQ ,Afrique Chart'air ,CHARTER AFRIQUE 
FST ,Aeros Limited ,FAST TRACK 
FTC ,Air Affaires Tchad ,AFFAIRES TCHAD 
FTY ,ABC Bedarfsflug ,FLY TYROL 
FXI ,Air Iceland ,FAXI 
GAP ,Air Philippines ,ORIENT PACIFIC 
GAU ,Aerogaucho ,AEROGAUCHO 
GBJ ,Aero Business Charter ,GLOBAL JET 
GCF ,Aeronor ,AEROCARTO 
GCK ,Aerogem Cargo ,AEROGEM 
GFO ,Aerovías del Golfo ,AEROVIAS GOLFO 
GGL ,Aeronáutica ,GIRA GLOBO 
GGN ,Air Georgian ,GEORGIAN 
GHL ,Aviance ,HANDLING 
GHN ,Air Ghana ,AIR GHANA 
GIL ,African International Transport ,AFRICAN TRANSPORT 
GIP ,Air Guinee Express ,FUTURE EXPRESS 
GIZ ,Africa Airlines ,AFRILENS 
GLL ,Air Gemini ,TWINS 
GLT ,Aero Charter ,GASLIGHT 
GME ,Aguilas Mayas Internacional ,MAYAN EAGLES 
GMM ,Aerotaxis Guamuchil ,AEROGUAMUCHIL 
GMS ,Aeroservicios Gama ,SERVICIOS GAMA 
GNT ,Amber Air ,GINTA 
GOA ,Alberta Government ,ALBERTA 
GRE ,Air Scotland ,GREECE AIRWAYS 
GRG ,Air Georgia ,AIR GEORGIA 
GRL ,Air Greenland ,GREENLAND 
GRO ,Allegro ,ALLEGRO 
GRR ,Agroar - Trabalhos Aéreos ,AGROAR 
GRX ,Aircompany Grodno ,GRODNO 
GSP ,Airlift Alaska ,GREEN SPEED 
ITI ,AirSwift ,AIRSWIFT 
GSV ,Agrocentr-Avia ,AGRAV 
GTC ,Altin Havayolu Tasimaciligi Turizm Ve Ticaret ,GOLDEN WINGS 
GTI ,Atlas Air ,GIANT 
GTP ,Aerotaxi Grupo Tampico ,GRUPOTAMPICO 
GUA ,Aerotaxis de Aguascalientes ,AGUASCALIENTES 
GUY ,Air Guyane ,GREEN BIRD 
GVI ,Air Victoria Georgia ,IRINA 
HAD ,Air d'Ayiti ,HAITI AVIA 
HAH ,Air Comores International ,AIR COMORES 
HAT ,Air Taxi ,TAXI BIRD 
HEI ,Aerohein ,AEROHEIN 
HID ,Aviación Ejecutiva De Hildago ,EJECUTIVA HIDALGO 
HJA ,Air Haiti ,AIRHAITI 
HLN ,Air Holland ,ORANGE 
HJT ,Al Rais Cargo ,AL-RAIS CARGO 
HKH ,Air-Invest ,HAWKHUNGARY 
HMA ,Air Tahoma ,TAHOMA 
HMT ,Air Nova ,HAMILTON 
HOM ,Aero Homex ,AERO HOMEX 
HPO ,Almiron Aviation ,ALMIRON 
HYR ,Airlink Airways ,HIGHFLYER 
HZT ,Air Horizon ,HORIZON TOGO 
ICM ,Air Inter Cameroun ,INTER-CAMEROUN 
IFI ,Air Lift ,HELLAS LIFT 
IKM ,Aero Survey ,EASY SHUTTLE 
ILK ,Aero Airline ,ILEK 
IME ,Airtime Charters ,AIRTIME 
IMN ,Aerotaxis Cimarron ,TAXI CIMARRON 
INA ,Aero Internacional ,AERO-NACIONAL 
ING ,Aeroingenieria ,AEROINGE 
INO ,Aeroservicios Intergrados de Norte ,INTENOR 
IPL ,Airpull Aviation ,IPULL 
IRD ,Arvand Airlines ,ARVAND 
IRH ,Atlas Aviation Group ,ATLAS AVIA 
IRW ,Aram Airline ,ARAM 
IRX ,Aria Tour ,ARIA 
ITE ,Aerotaxi S.R.O. ,AEROTAXI 
ITF ,Avita-Servicos Aéreos ,AIR AVITA 
ITO ,Aero Citro ,AERO CITRO 
IVE ,Air Executive ,COMPANY EXEC 
JAB ,Air Bagan ,AIR BAGAN 
JAD ,Aerojal ,AEROJAL 
JAR ,Airlink ,AIRLINK 
JEE ,Ambjek Air Services ,AMBJEK AIR 
JMR ,Alexandair ,ALEXANDAIR 
JMX ,Air Jamaica Express ,JAMAICA EXPRESS 
JOB ,Aerojobeni ,JOBENI 
JOL ,Atyrau Air Ways ,EDIL 
JPR ,Aerosmith Aviation ,JASPER 
JTS ,Arrendamiento de Aviones Jets ,AVIONESJETS 
JUA ,Aero Juarez ,JUAREZ 
JZA ,Air Canada Jazz ,JAZZ 
KAA ,Asia Aero Survey and Consulting Engineers ,AASCO 
KAD ,Air Kirovograd ,AIR KIROVOGRAD 
KAM ,Air Mach ,ICO-AIR 
KAV ,Air Kufra ,AIRKUFRA 
KEK ,Arkhabay ,ARKHABAY 
KFK ,Aero Charter Krifka ,KRIFKA AIR 
KFT ,Air Kraft Mir ,AIR KRAFT MIR 
KGD ,Air Concorde ,CONCORDE AIR 
KIE ,Afit ,TWEETY 
KKB ,Air South ,KHAKI BLUE 
KKK ,Atlasjet ,ATLASJET 
KLB ,Air Mali International ,TRANS MALI 
KLZ ,Aerokaluz ,AEROKALUZ 
KOR ,Air Koryo ,AIR KORYO 
KOY ,Araiavia ,ALEKS 
KRE ,AeroSucre ,AEROSUCRE 
KRT ,Air Kokshetau ,KOKTA 
KSI ,Air Kissari ,KISSARI 
KTN ,Aeronavigaciya ,AERONAVIGACIYA 
KVR ,Alliance Avia ,KAVAIR 
KYC ,Av Atlantic ,DOLPHIN 
KZR ,Air Astana ,ASTANALINE 
LAG ,Aviation Legacy ,AVILEG 
LBC ,Albanian Airlines ,ALBANIAN 
LBI ,Albisa ,ALBISA 
LBW ,Albatros Airways ,ALBANWAYS 
LDG ,Aerolíneas Aéreas Ejecutivas De Durango ,DURANGO 
BOX ,Aerologic ,GERMAN CARGO 
LDN ,Al-Donas Airlines ,ALDONAS AIR 
LDR ,Aero Lider ,AEROLIDER 
LET ,Aerolíneas Ejecutivas ,MEXEJECUTIV 
LFC ,Aero Control Air ,LIFE FLIGHT CANADA 
LGN ,Aerolaguna ,AEROLAGUNA 
LHR ,Al Ahram Aviation ,AL AHRAM 
LID ,Alidaunia ,ALIDA 
LIE ,Al-Dawood Air ,AL-DAWOOD AIR 
LKP ,American Aviation ,LAKE POWELL 
LKS ,Airlink Solutions ,AIRLIN 
LKY ,Air Solutions ,LUCKY 
LLR ,Air India Regional ,ALLIED 
LMA ,Aerolima ,AEROLIMA 
LML ,Alamia Air ,ALAMIA AIR 
LMP ,Air Plus Argentina ,AIR FLIGHT 
LMT ,Almaty Aviation ,ALMATY 
LMX ,Aerolíneas Mexicanas J S ,LINEAS MEXICANAS 
LMY ,Air Almaty ,AGLEB 
LMZ ,Air Almaty ZK ,ALUNK 
LNE ,Aerolane ,AEROLANE 
LNK ,Airlink ,LINK 
LNT ,Aerolíneas Internacionales ,LINEAINT 
LOK ,Alok Air ,ALOK AIR 
LOU ,Air Saint Louis ,AIR SAINTLOUIS 
LPC ,Alpine Aviation ,NETSTAR 
LPV ,Air Alps Aviation ,ALPAV 
LRO ,Alrosa-Avia ,ALROSA 
LRW ,Al Rida Airways ,AL RIDA 
LSK ,Aurela ,AURELA 
LSR ,Alsair ,ALSAIR 
LTI ,Aerotaxis Latinoamericanos ,LATINO 
LUC ,Albinati Aeronautics ,ALBINATI 
LVN ,Aliven ,ALIVEN 
LVR ,Aviavilsa ,AVIAVILSA 
LXG ,Air Luxor GB ,LUXOR GOLF 
LXR ,Air Luxor ,AIRLUXOR 
LYT ,Apatas Air ,APATAS 
LZP ,Air Ban ,DOC AIR 
LZR ,Air Lazur ,LAZUR BEE-GEE 
MAM ,Aeródromo De La Mancha ,AEROMAN 
MAU ,Air Mauritius ,AIRMAURITIUS 
MBA ,Avag Air ,AVAG AIR 
MBB ,Air Manas ,AIR MANAS 
MBC ,Airjet Exploracao Aerea de Carga ,MABECO 
MBV ,Aeriantur-M ,AEREM 
MCB ,Air Mercia ,WESTMID 
MCD ,Air Medical ,AIR MED 
MCO ,Aerolíneas Marcos ,MARCOS 
MDC ,Atlantic Aero and Mid-Atlantic Freight ,NIGHT SHIP 
MDG ,Air Madagascar ,AIR MADAGASCAR 
MDX ,Aerosud Charter ,MEDAIR 
MEF ,Air Meridan ,EMPENNAGE 
MFL ,Aero McFly ,MCFLY 
MGE ,Asia Pacific Airlines ,MAGELLAN 
MGS ,Aeromagar ,AEROMAGAR 
MIE ,Aero Premier De Mexico ,AEROPREMIER 
MLD ,Air Moldova ,AIR MOLDOVA 
MLF ,Amal Airlines ,AMAL 
MLI ,Air Mali ,AIR MALI 
MLN ,Air Madeleine ,AIR MADELEINE 
MMC ,Aermarche ,AERMARCHE 
MMD ,Air Alsie ,MERMAID 
MMM ,Aviation Company Meridian ,AVIAMERIDIAN 
MMP ,AMP Incorporated ,AMP-INC 
MMX ,Airmax ,PERUMAX 
MNE ,Aerolíneas Amanecer ,AEROAMANECER 
MNG ,Aero Mongolia ,AERO MONGOLIA 
MOC ,Air Monarch Cargo ,MONARCH CARGO 
MOP ,Aeropublicitaria De Angola ,PUBLICITARIA 
MOR ,Aerolíneas De Morelia ,AEROMORELIA 
MPD ,Air Plus Comet ,RED COMET 
MPX ,Aeromexpress ,AEROMEXPRESS 
MQT ,Air ITM ,MUSKETEER 
MRL ,Aeromorelos ,AEROMORELOS 
MRM ,Aerocharter ,MARITIME 
MRP ,Abas ,ABAS 
MRT ,Air Mauritanie ,MIKE ROMEO 
MSK ,Air Sport ,AIR SPORT 
MSM ,Aeromas ,AEROMAS EXPRESS 
MSO ,Aerolíneas Mesoamericanas ,MESO AMERICANAS 
MSV ,Aero-Kamov ,AERAFKAM 
MTB ,Aerotaxis Metropolitanos ,AEROMETROPOLIS 
MTE ,Aeromet Línea Aérea ,AEROMET 
MTK ,Air Metack ,AIRMETACK 
MTY ,Air Montegomery ,MONTY 
MXO ,Aerotaxi Mexicano ,MAXAERO 
MYS ,Aero Yaqui Mayo ,AERO YAQUI 
MZL ,Aerovías Montes Azules ,MONTES AZULES 
NBK ,Albarka Air ,AL-AIR 
NCL ,ACA-Ancargo Air Sociedade de Transporte de Carga Lda ,ANCARGO AIR 
NEL ,Aero Servicios de Nuevo Laredo ,AEROLAREDO 
NGV ,Angoavia ,ANGOAVIA 
NID ,Aeroni ,AERONI 
NIE ,Aeroejecutiva Nieto ,AERONIETO 
NIG ,Aero Contractors ,AEROLINE 
NKZ ,Aerokuzbass ,NOVOKUZNETSK 
NRS ,Atlantic Richfield Company ,NORTH SLOPE 
NSO ,Aerolíneas Sosa ,SOSA 
NTV ,Air Inter Ivoire ,INTER-IVOIRE 
NUL ,Aeroservicios De Nuevo Leon ,SERVICIOS NUEVOLEON 
NVI ,Avial NV Aviation Company ,NEW AVIAL 
NWG ,Airwing ,NORWING 
NXA ,Air Next ,BLUE-DOLPHIN 
OAO ,Arkhangelsk 2 Aviation Division ,DVINA 
OGI ,Aerogisa ,AEROGISA 
OLV ,Aerolíneas Olve ,OLVE 
OMG ,Aeromega ,OMEGA 
ONR ,Air One Nine ,EDER 
ONT ,Air Ontario ,ONTARIO 
ORP ,Aerocorp ,CORPSA 
ORS ,Action Air ,AVIATION SERVICE 
OSN ,Aerosan ,AEROSAN 
PAJ ,Aliparma ,ALIPARMA 
PBT ,Air Parabet ,PARABET 
PBU ,Air Burundi ,AIR-BURUNDI 
PCG ,Aeropostal Cargo de Mexico ,POSTAL CARGO 
PCK ,Air Pack Express ,AIRPACK EXPRESS 
PCS ,Air Palace ,AIR PALACE 
PEL ,Aeropelican Air Services ,PELICAN 
PEV ,Peoples Vienna Line ,PEOPLES 
PFI ,Aerolíneas Chihuahua ,PACIFICO CHIHUAHUA 
PFT ,Air Cargo Express International ,PROFREIGHT 
PHR ,Al Farana Airline ,PHARAOH 
PHW ,Ave.com ,PHOENIX SHARJAH 
PIE ,Air South West ,PIRATE 
PIF ,Aeroservicios California Pacifico ,AEROCALPA 
PKA ,AST Pakistan Airways ,PAKISTAN AIRWAY 
PNL ,Aero Personal ,AEROPERSONAL 
PNU ,Aero Servicios Platinum ,AERO PLATINUM 
POY ,Apoyo Aéreo ,APOYO AEREO 
PRI ,Aerotransportes Privados ,AEROPRIV 
PRT ,Atlantic Coast Jet ,PATRIOT 
PRZ ,Air Paradise International ,RADISAIR 
PSE ,Aeroservicio Sipse ,SIPSE 
PSL ,Aeroservicios Corporativos De San Luis ,CORSAN 
PVA ,Aerotransportes Privados ,TRANSPRIVADO 
